"from","to","weight"
2438,2439,-1
2439,2439,1
183,2440,-0.076
2438,2440,-0.0268
2440,2440,1
183,2441,-0.5
2441,2441,1
183,2442,-0.25
2442,2442,1
184,2443,-0.583
2443,2443,1
184,2444,-0.425
2444,2444,1
185,2445,-0.8
2445,2445,1
185,2446,-1
2446,2446,1
185,2447,-0.8
2447,2447,1
185,2448,-1
2448,2448,1
185,2449,-0.6
2449,2449,1
185,2450,-0.75
2450,2450,1
186,2451,-0.19
2451,2451,1
186,2452,-0.727
2452,2452,1
187,2453,-1
2453,2453,1
187,2454,-1
2454,2454,1
187,2455,-1
2455,2455,1
187,2456,-1
2456,2456,1
187,2457,-1
2457,2457,1
187,2458,-1
2458,2458,1
188,2459,-0.1
2459,2459,1
189,2460,-1
2460,2460,1
189,2461,-1
2461,2461,1
189,2462,-0.9
2462,2462,1
189,2463,-0.7166
2463,2463,1
190,2464,-0.1
2464,2464,1
2464,2465,-1
2465,2465,1
2464,2466,-1
2466,2466,1
2464,2467,-0.2
2467,2467,1
190,2468,-0.1
2464,2468,-0.8
2466,2468,-0.1
2468,2468,1
190,2469,-0.97
2469,2469,1
190,2470,-1
2470,2470,1
190,2471,-0.4
2471,2471,1
191,2472,-0.85
2472,2472,1
191,2473,-0.37
2473,2473,1
2473,2474,-0.5
2474,2474,1
191,2475,-0.85
2475,2475,1
192,2476,-0.5
2476,2476,1
2476,2477,-0.5
2477,2477,1
2476,2478,-0.5
2478,2478,1
193,2479,-0.61
2479,2479,1
193,2480,-0.25
2480,2480,1
193,2481,-1
2481,2481,1
193,2482,-0.75
2482,2482,1
194,2483,-1
2483,2483,1
194,2484,-0.2
2484,2484,1
2484,2485,-0.75
2485,2485,1
2484,2486,-0.96
2486,2486,1
195,2487,-0.65
2487,2487,1
195,2488,-1
2488,2488,1
195,2489,-1
2489,2489,1
2490,2490,1
2491,2491,1
2492,2492,1
2493,2493,1
3563,2493,-0.1
2494,2494,1
2494,2495,-0.1
2495,2495,1
196,2496,-0.9999
2496,2496,1
196,2497,-0.9999
2496,2497,-1e-04
2497,2497,1
196,2498,-0.5
2498,2498,1
2498,2499,-0.5001
2499,2499,1
2498,2500,-0.5001
2500,2500,1
196,2501,-0.1
2501,2501,1
196,2502,-0.9999
2502,2502,1
196,2503,-0.5001
2503,2503,1
196,2504,-0.5
2504,2504,1
197,2505,-0.53
2505,2505,1
2505,2506,-1
2506,2506,1
2505,2507,-1
2507,2507,1
197,2508,-0.51
2508,2508,1
197,2509,-0.51
2509,2509,1
197,2510,-0.51
2510,2510,1
197,2511,-0.83
2511,2511,1
197,2512,-0.5
2512,2512,1
198,2513,-0.998
2513,2513,1
198,2514,-1
2514,2514,1
199,2515,-1
2515,2515,1
199,2516,-0.40237
2516,2516,1
2517,2517,1
2518,2518,1
2519,2519,1
200,2520,-0.973
2520,2520,1
200,2521,-0.69
2521,2521,1
200,2522,-1
2522,2522,1
200,2523,-0.413
2523,2523,1
201,2524,-0.5001
2524,2524,1
2524,2525,-0.16667
2525,2525,1
201,2526,-0.5001
2526,2526,1
201,2527,-1
2527,2527,1
201,2528,-1
2528,2528,1
201,2529,-0.5001
2529,2529,1
2529,2530,-0.1
2530,2530,1
2529,2531,-0.5
2531,2531,1
2531,2532,-0.1
2532,2532,1
202,2533,-0.1
2533,2533,1
202,2534,-0.1
2534,2534,1
202,2535,-0.1
2535,2535,1
203,2536,-0.75
2536,2536,1
203,2537,-0.92
2537,2537,1
203,2538,-0.55
2538,2538,1
204,2539,-0.9987
2539,2539,1
204,2540,-0.76667
2540,2540,1
204,2541,-0.5
2541,2541,1
204,2542,-0.985
2542,2542,1
205,2543,-0.1
2543,2543,1
205,2544,-0.1
2544,2544,1
205,2545,-0.1
2545,2545,1
205,2546,-0.1
2546,2546,1
206,2547,-0.5
2547,2547,1
3955,2547,-0.5
2547,2548,-0.5
2548,2548,1
2547,2549,-0.5
2549,2549,1
2549,2550,-0.1
2550,2550,1
2547,2551,-0.1
2551,2551,1
2547,2552,-0.1
2552,2552,1
2547,2553,-0.1
2553,2553,1
2547,2554,-0.1
2554,2554,1
207,2555,-0.1691
2547,2555,-0.25
2555,2555,1
2547,2556,-0.5
2556,2556,1
2547,2557,-0.5
2557,2557,1
2547,2558,-0.1
2558,2558,1
208,2559,-0.5
2547,2559,-0.5
2559,2559,1
208,2560,-0.45
2547,2560,-0.5
2560,2560,1
2547,2561,-0.5
2561,2561,1
2547,2562,-0.1
2562,2562,1
2562,2563,-0.1
2563,2563,1
2562,2564,-0.1
2564,2564,1
2566,2564,-0.1
2562,2565,-1
2565,2565,1
2547,2566,-0.1
2566,2566,1
2566,2567,-0.1
2567,2567,1
2547,2568,-1
2568,2568,1
2547,2569,-0.1
2569,2569,1
2547,2570,-1
2570,2570,1
2547,2571,-1
2571,2571,1
2547,2572,-0.1
2572,2572,1
2547,2573,-0.5
2573,2573,1
2547,2574,-0.1
2574,2574,1
2547,2575,-0.1
2575,2575,1
2547,2576,-0.1
2576,2576,1
2547,2577,-0.1
2577,2577,1
2547,2578,-0.225
2578,2578,1
2547,2579,-0.1
2579,2579,1
2547,2580,-0.1
2579,2580,-0.431
2580,2580,1
2579,2581,-0.1
2581,2581,1
2547,2582,-0.5
2582,2582,1
2547,2583,-0.1
2562,2583,-0.1
2583,2583,1
2547,2584,-0.25
2584,2584,1
3955,2584,-0.5001
206,2585,-0.1
2585,2585,1
3955,2585,-0.25
2585,2586,-1
2586,2586,1
2586,2587,-0.5
2587,2587,1
2586,2588,-0.1
2588,2588,1
2586,2589,-0.1
2589,2589,1
2586,2590,-0.1
2590,2590,1
2586,2591,-0.1
2591,2591,1
2586,2592,-0.4
2592,2592,1
2586,2593,-1
2593,2593,1
2586,2594,-1
2594,2594,1
2586,2595,-0.5
2595,2595,1
2586,2596,-0.51
2596,2596,1
2586,2597,-0.1
2597,2597,1
2586,2598,-1
2598,2598,1
2586,2599,-0.1
2599,2599,1
2586,2600,-0.75
2600,2600,1
2586,2601,-0.1
2601,2601,1
2586,2602,-0.1
2602,2602,1
2586,2603,-0.1
2603,2603,1
2586,2604,-0.1
2604,2604,1
2586,2605,-0.1
2605,2605,1
2586,2606,-0.5
2606,2606,1
2586,2607,-0.1
2607,2607,1
2586,2608,-0.5
2608,2608,1
2586,2609,-0.1
2609,2609,1
2586,2610,-0.1
2610,2610,1
2586,2611,-0.95
2611,2611,1
207,2612,-0.15667
2612,2612,1
2612,2613,-1
2613,2613,1
207,2614,-0.173
212,2614,-0.039
2614,2614,1
207,2615,-0.155
2615,2615,1
207,2616,-0.3255
2616,2616,1
207,2617,-0.0162
214,2617,-0.11
2617,2617,1
207,2618,-0.145
2618,2618,1
207,2619,-0.251
2619,2619,1
207,2620,-0.118
210,2620,-0.7
2620,2620,1
207,2621,-0.1182
214,2621,-0.08
2621,2621,1
2621,2622,-1
2622,2622,1
2622,2623,-0.1
2623,2623,1
207,2624,-0.253
2624,2624,1
207,2625,-0.13333
2625,2625,1
2625,2626,-0.25
2626,2626,1
207,2627,-0.4735
2627,2627,1
207,2628,-0.0625
2628,2628,1
2628,2629,-0.127
2629,2629,1
207,2630,-0.1
2630,2630,1
207,2631,-0.0985
2631,2631,1
207,2632,-0.343
2632,2632,1
207,2633,-0.7
2633,2633,1
207,2634,-0.5923
2634,2634,1
207,2635,-0.1
2635,2635,1
208,2636,-0.26
2636,2636,1
208,2637,-0.25
2637,2637,1
208,2638,-0.27
2638,2638,1
208,2639,-0.25402
2639,2639,1
208,2640,-0.26
2640,2640,1
208,2641,-0.28
2641,2641,1
208,2642,-0.39
2642,2642,1
208,2643,-0.31
2643,2643,1
208,2644,-0.01864
2644,2644,1
208,2645,-0.99
2645,2645,1
208,2646,-0.51
2646,2646,1
208,2647,-0.51
2647,2647,1
208,2648,-0.51
2648,2648,1
208,2649,-0.92
2649,2649,1
208,2650,-0.16858
2650,2650,1
2650,2651,-0.8
2651,2651,1
2650,2652,-0.767
2652,2652,1
2650,2653,-0.785
2653,2653,1
208,2654,-0.34945
2654,2654,1
208,2655,-0.34
2655,2655,1
208,2656,-0.99
2656,2656,1
208,2657,-0.05832
2657,2657,1
208,2658,-0.07932
2658,2658,1
208,2659,-0.3
2659,2659,1
208,2660,-0.51
2660,2660,1
208,2661,-1
2661,2661,1
208,2662,-1
2662,2662,1
208,2663,-0.62
2663,2663,1
208,2664,-0.1
2658,2664,-0.1205
2664,2664,1
209,2665,-1
2665,2665,1
209,2666,-0.1
2666,2666,1
2666,2667,-0.55
2667,2667,1
209,2668,-1
2668,2668,1
209,2669,-1
2669,2669,1
209,2670,-1
2670,2670,1
209,2671,-1
2671,2671,1
209,2672,-0.66667
2672,2672,1
209,2673,-0.1
2673,2673,1
209,2674,-0.1
2674,2674,1
209,2675,-1
2675,2675,1
209,2676,-0.1
2676,2676,1
209,2677,-0.1
2677,2677,1
209,2678,-0.1
2678,2678,1
209,2679,-0.1
2679,2679,1
209,2680,-0.1
2680,2680,1
209,2681,-0.1
2681,2681,1
209,2682,-1
2682,2682,1
209,2683,-0.1
2683,2683,1
3956,2683,-0.26667
209,2684,-0.1
2684,2684,1
209,2685,-0.1
2685,2685,1
209,2686,-0.1
2686,2686,1
210,2687,-0.64
2687,2687,1
210,2688,-0.7
2688,2688,1
210,2689,-0.69
2689,2689,1
210,2690,-0.98
2690,2690,1
210,2691,-0.95
2691,2691,1
210,2692,-0.7
2692,2692,1
210,2693,-0.74
2693,2693,1
210,2694,-0.4
2694,2694,1
210,2695,-0.5
2695,2695,1
210,2696,-0.5
2696,2696,1
210,2697,-0.33333
2697,2697,1
210,2698,-0.5
2698,2698,1
210,2699,-0.72
2699,2699,1
210,2700,-0.72
2700,2700,1
210,2701,-0.69
2701,2701,1
210,2702,-0.84
2702,2702,1
210,2703,-0.7
2703,2703,1
210,2704,-0.61
2704,2704,1
210,2705,-0.72
2705,2705,1
210,2706,-0.37
2706,2706,1
210,2707,-0.65
2707,2707,1
210,2708,-0.75
2708,2708,1
210,2709,-0.67
2709,2709,1
210,2710,-0.97
2710,2710,1
210,2711,-0.72
2711,2711,1
210,2712,-0.29
2712,2712,1
210,2713,-0.74
2713,2713,1
210,2714,-0.67
2714,2714,1
210,2715,-0.99
2715,2715,1
210,2716,-1
2716,2716,1
210,2717,-0.33333
2717,2717,1
210,2718,-0.62
2718,2718,1
211,2719,-0.52
2719,2719,1
211,2720,-0.54
2720,2720,1
211,2721,-0.53
2721,2721,1
211,2722,-0.51
2722,2722,1
211,2723,-0.53333
2723,2723,1
211,2724,-0.52
2724,2724,1
211,2725,-0.51
2725,2725,1
211,2726,-0.53
2726,2726,1
211,2727,-0.52
2727,2727,1
212,2728,-1
2728,2728,1
212,2729,-1
2729,2729,1
212,2730,-0.5
2730,2730,1
212,2731,-0.783
2731,2731,1
212,2732,-0.838
2732,2732,1
212,2733,-0.998
2733,2733,1
212,2734,-1
2734,2734,1
213,2735,-0.2
2735,2735,1
2735,2736,-0.9
2736,2736,1
2735,2737,-1
2737,2737,1
2735,2738,-0.97
2738,2738,1
2735,2739,-1
2739,2739,1
213,2740,-0.1
2740,2740,1
2740,2741,-0.998
2741,2741,1
2740,2742,-0.625
2742,2742,1
213,2743,-0.1
2743,2743,1
213,2744,-0.1
2744,2744,1
213,2745,-0.1
2745,2745,1
214,2746,-0.4
2746,2746,1
2746,2747,-1
2747,2747,1
2747,2748,-0.1
2748,2748,1
2746,2749,-0.972
2749,2749,1
214,2750,-0.2
2750,2750,1
2750,2751,-0.1
2751,2751,1
2752,2751,-0.1
2750,2752,-0.1
2751,2752,-0.1
2752,2752,1
214,2753,-0.66667
2753,2753,1
214,2754,-0.25
2754,2754,1
214,2755,-0.16667
2755,2755,1
214,2756,-0.5001
2756,2756,1
214,2757,-0.166
2757,2757,1
215,2758,-0.1
2758,2758,1
2758,2759,-1
2759,2759,1
2758,2760,-1
2760,2760,1
216,2761,-0.9999
2761,2761,1
216,2762,-1
2762,2762,1
216,2763,-1
2763,2763,1
216,2764,-0.25
2764,2764,1
217,2765,-0.66667
2765,2765,1
2767,2765,-0.33333
217,2766,-0.9999
2766,2766,1
217,2767,-0.1
2767,2767,1
217,2768,-0.1
2768,2768,1
218,2769,-1
2769,2769,1
218,2770,-0.1
2770,2770,1
218,2771,-1
2771,2771,1
219,2772,-0.5
2772,2772,1
219,2773,-0.5
2773,2773,1
2784,2773,-0.5
219,2774,-0.33333
2774,2774,1
219,2775,-1
2775,2775,1
219,2776,-0.75
2776,2776,1
219,2777,-0.5
2777,2777,1
220,2778,-1
2778,2778,1
220,2779,-1
2779,2779,1
220,2780,-1
2780,2780,1
220,2781,-0.95
2781,2781,1
220,2782,-0.75
2782,2782,1
220,2783,-0.5
2783,2783,1
220,2784,-0.7
2784,2784,1
2784,2785,-0.8
2785,2785,1
2784,2786,-0.1
2786,2786,1
221,2787,-0.55
2787,2787,1
2317,2788,-0.50909
2788,2788,1
2317,2789,-0.36
2789,2789,1
2317,2790,-0.9
2790,2790,1
2317,2791,-0.25
2318,2791,-0.25
2789,2791,-0.25
2790,2791,-0.25
2791,2791,1
2317,2792,-0.25
2788,2792,-0.19
2789,2792,-0.32
2790,2792,-0.22
2791,2792,-0.02
2792,2792,1
2793,2793,1
2793,2794,-0.1
2794,2794,1
2793,2795,-0.1
2795,2795,1
2796,2796,1
2796,2797,-1
2797,2797,1
2798,2798,1
222,2799,-1
2799,2799,1
222,2800,-1
2800,2800,1
222,2801,-0.04
2801,2801,1
222,2802,-0.52
2802,2802,1
222,2803,-1
2803,2803,1
222,2804,-0.5001
2804,2804,1
222,2805,-1
2805,2805,1
222,2806,-1
2806,2806,1
223,2807,-1
2807,2807,1
223,2808,-1
2808,2808,1
223,2809,-1
2809,2809,1
223,2810,-1
2810,2810,1
223,2811,-0.36
2811,2811,1
223,2812,-1
2812,2812,1
223,2813,-1
2813,2813,1
223,2814,-0.7
2814,2814,1
223,2815,-1
2815,2815,1
223,2816,-1
2816,2816,1
223,2817,-0.58
2817,2817,1
2818,2817,-0.1
2819,2817,-0.1
2817,2818,-0.83
2818,2818,1
2817,2819,-0.939
2819,2819,1
223,2820,-1
2820,2820,1
2821,2821,1
2843,2821,-0.16667
2821,2822,-0.95
2822,2822,1
2826,2822,-0.05
2821,2823,-1
2823,2823,1
2821,2824,-1
2824,2824,1
2825,2825,1
2826,2826,1
2827,2827,1
2828,2828,1
2829,2829,1
2826,2830,-0.2
2829,2830,-0.2
2830,2830,1
2831,2830,-0.2
2832,2830,-0.2
2835,2830,-0.2
2831,2831,1
2832,2832,1
2833,2833,1
2834,2834,1
2835,2835,1
2836,2836,1
2836,2837,-0.5
2837,2837,1
2838,2838,1
2839,2839,1
2840,2840,1
2841,2841,1
2842,2842,1
2843,2843,1
2844,2844,1
2845,2845,1
3992,2845,-1
2845,2846,-0.85217
2846,2846,1
2846,2847,-0.1
2847,2847,1
2846,2848,-0.1
2848,2848,1
2845,2849,-1
2849,2849,1
2849,2850,-1
2850,2850,1
2851,2851,1
3992,2851,-1
2851,2852,-0.7501
2852,2852,1
2851,2853,-0.7501
2853,2853,1
2851,2854,-0.7501
2854,2854,1
2851,2855,-0.7501
2855,2855,1
2851,2856,-0.7501
2856,2856,1
2851,2857,-0.75
2857,2857,1
2851,2858,-0.7501
2858,2858,1
2851,2859,-0.7501
2859,2859,1
2851,2860,-0.7501
2860,2860,1
2861,2861,1
3992,2861,-0.7501
2861,2862,-0.7501
2862,2862,1
2861,2863,-0.7501
2863,2863,1
2864,2864,1
2865,2865,1
2866,2866,1
2867,2867,1
2868,2868,1
2869,2869,1
2870,2870,1
224,2871,-1
2871,2871,1
2871,2872,-0.95
2872,2872,1
224,2873,-0.9
2873,2873,1
224,2874,-1
2874,2874,1
2875,2875,1
2875,2876,-1
2876,2876,1
225,2877,-1
2877,2877,1
225,2878,-1
2878,2878,1
225,2879,-1
2879,2879,1
225,2880,-1
2880,2880,1
226,2881,-0.25
2881,2881,1
226,2882,-1
2882,2882,1
226,2883,-1
2883,2883,1
227,2884,-1
2884,2884,1
227,2885,-0.48
2885,2885,1
227,2886,-0.02
2886,2886,1
2887,2886,-0.1
227,2887,-0.05
2887,2887,1
227,2888,-0.08
2888,2888,1
227,2889,-0.73
2889,2889,1
227,2890,-1
2890,2890,1
227,2891,-1
2891,2891,1
227,2892,-1
2892,2892,1
227,2893,-1
2893,2893,1
227,2894,-1
2894,2894,1
227,2895,-1
2895,2895,1
227,2896,-1
2896,2896,1
227,2897,-0.55
2897,2897,1
227,2898,-0.5
2898,2898,1
227,2899,-1
2899,2899,1
228,2900,-0.75
2900,2900,1
228,2901,-0.1
2901,2901,1
228,2902,-0.1
2902,2902,1
229,2903,-1
2903,2903,1
229,2904,-1
2904,2904,1
229,2905,-1
2905,2905,1
229,2906,-1
2906,2906,1
229,2907,-1
2907,2907,1
229,2908,-1
2908,2908,1
230,2909,-0.5001
2909,2909,1
230,2910,-0.5001
2910,2910,1
231,2911,-0.053
2911,2911,1
231,2912,-0.619
2912,2912,1
231,2913,-0.1725
2913,2913,1
231,2914,-1
2914,2914,1
231,2915,-0.065
2915,2915,1
231,2916,-0.4
2916,2916,1
231,2917,-1
2917,2917,1
231,2918,-0.375
2918,2918,1
231,2919,-0.933
2919,2919,1
231,2920,-0.5
2920,2920,1
231,2921,-0.2
2921,2921,1
231,2922,-0.66667
2922,2922,1
231,2923,-0.5
2923,2923,1
232,2924,-1
2924,2924,1
232,2925,-0.96
2925,2925,1
232,2926,-0.5
2926,2926,1
232,2927,-0.5
2927,2927,1
232,2928,-0.5
2928,2928,1
232,2929,-0.5
2929,2929,1
232,2930,-0.5
2930,2930,1
233,2931,-1
2931,2931,1
233,2932,-1
2932,2932,1
233,2933,-0.65
2933,2933,1
234,2934,-0.4
2934,2934,1
234,2935,-0.66667
2935,2935,1
234,2936,-0.49
2936,2936,1
234,2937,-0.4
2937,2937,1
234,2938,-1
2938,2938,1
235,2939,-0.1134
2939,2939,1
235,2940,-0.5
2940,2940,1
235,2941,-0.1
2941,2941,1
236,2942,-1
2942,2942,1
236,2943,-0.96
2943,2943,1
236,2944,-0.97
2944,2944,1
236,2945,-1
2945,2945,1
236,2946,-1
2946,2946,1
236,2947,-0.9999
2947,2947,1
236,2948,-0.2
2948,2948,1
236,2949,-0.061
2949,2949,1
236,2950,-0.1
2950,2950,1
237,2951,-0.08
2951,2951,1
237,2952,-0.21
2952,2952,1
237,2953,-0.75
2953,2953,1
237,2954,-0.44
2954,2954,1
237,2955,-0.5
2955,2955,1
237,2956,-0.3
2956,2956,1
237,2957,-0.016
2957,2957,1
237,2958,-0.98
2958,2958,1
237,2959,-0.11
2959,2959,1
237,2960,-0.75
2960,2960,1
2960,2961,-0.1
2961,2961,1
2960,2962,-0.5
2962,2962,1
2962,2963,-1
2963,2963,1
237,2964,-0.5
2964,2964,1
237,2965,-0.125
2965,2965,1
238,2966,-0.0937
2966,2966,1
238,2967,-0.5
2967,2967,1
238,2968,-0.5
2968,2968,1
3993,2968,-0.5
239,2969,-0.83
2969,2969,1
239,2970,-0.199
2970,2970,1
239,2971,-0.31
2971,2971,1
239,2972,-0.1
2972,2972,1
239,2973,-0.1
2973,2973,1
239,2974,-0.1
2974,2974,1
239,2975,-0.1
2975,2975,1
239,2976,-0.645
2976,2976,1
239,2977,-0.1
260,2977,-0.2
2977,2977,1
241,2978,-0.25
2978,2978,1
241,2979,-0.66667
2978,2979,-0.33333
2979,2979,1
241,2980,-0.5001
2980,2980,1
2980,2981,-0.166
2981,2981,1
2980,2982,-0.5001
2982,2982,1
2980,2983,-1
2983,2983,1
2980,2984,-0.25
2984,2984,1
241,2985,-0.5
2985,2985,1
2985,2986,-0.5
2986,2986,1
241,2987,-0.33333
2987,2987,1
241,2988,-1
2988,2988,1
241,2989,-1
2989,2989,1
241,2990,-0.5001
2990,2990,1
241,2991,-1
2991,2991,1
241,2992,-0.49
2992,2992,1
3869,2992,-0.2
2992,2993,-0.5977
2993,2993,1
2992,2994,-0.038
2994,2994,1
253,2995,-0.1623
2992,2995,-0.0422
2995,2995,1
3963,2995,-0.19887
241,2996,-0.5001
2996,2996,1
241,2997,-1
2997,2997,1
2997,2998,-1
2998,2998,1
2999,2999,1
3100,2999,-0.05
3994,2999,-0.95
2999,3000,-0.1
3000,3000,1
3001,3001,1
3994,3001,-0.9999
241,3002,-0.25
3002,3002,1
241,3003,-0.25
3003,3003,1
241,3004,-1
3004,3004,1
241,3005,-0.98
3005,3005,1
242,3006,-0.325
3006,3006,1
242,3007,-0.33333
253,3007,-0.3102
3007,3007,1
3965,3007,-0.3102
242,3008,-0.325
3008,3008,1
242,3009,-0.325
3009,3009,1
242,3010,-0.325
3010,3010,1
242,3011,-0.325
3011,3011,1
242,3012,-0.325
3012,3012,1
242,3013,-0.325
3013,3013,1
242,3014,-0.325
3014,3014,1
242,3015,-0.325
3015,3015,1
242,3016,-0.325
3016,3016,1
242,3017,-0.325
3017,3017,1
242,3018,-0.325
3018,3018,1
242,3019,-0.325
3019,3019,1
242,3020,-0.325
3020,3020,1
242,3021,-0.325
3021,3021,1
242,3022,-0.325
3022,3022,1
242,3023,-0.325
3023,3023,1
242,3024,-0.4467
3024,3024,1
242,3025,-0.325
3025,3025,1
242,3026,-0.303
253,3026,-0.2061
3026,3026,1
3215,3026,-0.1
242,3027,-0.4
253,3027,-0.1208
3027,3027,1
242,3028,-0.325
3028,3028,1
242,3029,-0.325
3029,3029,1
242,3030,-0.325
3030,3030,1
3030,3031,-0.20127
3031,3031,1
3524,3031,-0.3962
242,3032,-0.325
3032,3032,1
242,3033,-0.325
3033,3033,1
242,3034,-0.325
3034,3034,1
242,3035,-0.325
3035,3035,1
242,3036,-0.325
3036,3036,1
242,3037,-0.325
3037,3037,1
242,3038,-0.325
3038,3038,1
242,3039,-0.5
3039,3039,1
242,3040,-0.325
3040,3040,1
242,3041,-0.325
3041,3041,1
242,3042,-0.325
1268,3042,-0.1
3042,3042,1
242,3043,-0.325
3043,3043,1
242,3044,-0.325
3044,3044,1
242,3045,-0.3461
3045,3045,1
242,3046,-0.4
3046,3046,1
242,3047,-0.325
3047,3047,1
3215,3047,-0.66667
242,3048,-0.325
3048,3048,1
242,3049,-0.325
3049,3049,1
243,3050,-0.89
3050,3050,1
243,3051,-0.609
3051,3051,1
3051,3052,-0.9999
3052,3052,1
243,3053,-0.309
3053,3053,1
243,3054,-0.501
3054,3054,1
243,3055,-0.54667
3055,3055,1
243,3056,-0.73333
3056,3056,1
243,3057,-0.4417
3057,3057,1
243,3058,-0.977
3058,3058,1
243,3059,-0.825
3059,3059,1
243,3060,-0.511
3060,3060,1
243,3061,-0.752
3061,3061,1
243,3062,-0.744
3062,3062,1
243,3063,-0.772
3063,3063,1
243,3064,-0.633
3064,3064,1
243,3065,-0.78
3065,3065,1
243,3066,-0.605
3066,3066,1
243,3067,-0.51
3067,3067,1
243,3068,-0.93
3068,3068,1
243,3069,-0.814
3069,3069,1
244,3070,-1
3070,3070,1
244,3071,-1
3071,3071,1
244,3072,-1
3072,3072,1
244,3073,-1
3073,3073,1
3073,3074,-1
3074,3074,1
244,3075,-1
3075,3075,1
244,3076,-0.25
3076,3076,1
244,3077,-0.36
3077,3077,1
3077,3078,-0.1
3078,3078,1
244,3079,-1
3079,3079,1
244,3080,-0.49
3080,3080,1
244,3081,-0.5
3081,3081,1
244,3082,-1
3082,3082,1
244,3083,-0.33333
3083,3083,1
244,3084,-0.25
3084,3084,1
3084,3085,-0.5
3085,3085,1
244,3086,-1
3086,3086,1
244,3087,-0.1
3076,3087,-0.1
3087,3087,1
3087,3088,-0.38
3088,3088,1
3087,3089,-0.508
3089,3089,1
244,3090,-0.25
248,3090,-0.29
3090,3090,1
244,3091,-1
3091,3091,1
244,3092,-0.6401
3092,3092,1
244,3093,-1
3093,3093,1
244,3094,-1
3094,3094,1
244,3095,-1
3095,3095,1
244,3096,-1
3096,3096,1
244,3097,-1
3097,3097,1
3097,3098,-0.3335
3098,3098,1
3097,3099,-0.1
3099,3099,1
244,3100,-0.4
3100,3100,1
3100,3101,-0.49
3101,3101,1
274,3102,-0.1
3100,3102,-0.04
3102,3102,1
3100,3103,-1
3103,3103,1
3100,3104,-1
3104,3104,1
244,3105,-1
3105,3105,1
245,3106,-0.1
249,3106,-0.26
3106,3106,1
249,3107,-0.5
3106,3107,-0.5
3107,3107,1
3106,3108,-0.33333
3108,3108,1
3180,3108,-0.33333
249,3109,-0.26
3106,3109,-0.1
3109,3109,1
249,3110,-0.26
3106,3110,-0.1
3110,3110,1
245,3111,-0.1
3111,3111,1
245,3112,-0.1
3112,3112,1
245,3113,-0.3376
3113,3113,1
245,3114,-0.3
3114,3114,1
3114,3115,-0.5001
3115,3115,1
245,3116,-0.1
3116,3116,1
245,3117,-0.1
3117,3117,1
245,3118,-0.1
3118,3118,1
245,3119,-0.3
3119,3119,1
3958,3119,-0.7
245,3120,-0.1
3120,3120,1
245,3121,-0.4
3121,3121,1
245,3122,-0.1
3122,3122,1
245,3123,-0.1
3123,3123,1
245,3124,-1
3124,3124,1
246,3125,-0.536
3125,3125,1
246,3126,-0.4725
3126,3126,1
3126,3127,-1
3127,3127,1
255,3128,-0.04
256,3128,-0.0266
322,3128,-0.2811
3126,3128,-0.17
3128,3128,1
246,3129,-0.08
1643,3129,-0.8821
3129,3129,1
1643,3130,-1
3130,3130,1
1643,3131,-0.85
3129,3131,-0.15
3131,3131,1
1643,3132,-0.48
3132,3132,1
1643,3133,-0.52
3133,3133,1
246,3134,-0.1465
3134,3134,1
246,3135,-0.41525
3135,3135,1
246,3136,-0.298
3136,3136,1
246,3137,-0.47667
248,3137,-0.5
3137,3137,1
3138,3137,-0.023
246,3138,-0.975
3138,3138,1
246,3139,-0.3956
3139,3139,1
246,3140,-0.3387
3140,3140,1
3140,3141,-0.1
3141,3141,1
3140,3142,-0.1
3142,3142,1
246,3143,-0.82
3143,3143,1
3143,3144,-0.1
3144,3144,1
3910,3144,-0.1
3143,3145,-1
3145,3145,1
246,3146,-0.6162
3146,3146,1
3146,3147,-0.546
3147,3147,1
247,3148,-1
3148,3148,1
247,3149,-1
3149,3149,1
247,3150,-1
3150,3150,1
247,3151,-0.5
3151,3151,1
247,3152,-1
3152,3152,1
247,3153,-0.5
3153,3153,1
3153,3154,-0.5
3154,3154,1
248,3155,-0.8
3155,3155,1
248,3156,-0.1
3156,3156,1
1933,3157,-1
3157,3157,1
1933,3158,-0.3
3158,3158,1
248,3159,-1
3159,3159,1
3159,3160,-1
3160,3160,1
3159,3161,-0.1
3161,3161,1
248,3162,-1
3162,3162,1
248,3163,-1
3163,3163,1
3090,3164,-0.1
3164,3164,1
3166,3164,-0.1
255,3165,-0.12
3090,3165,-0.1
3164,3165,-0.1
3165,3165,1
248,3166,-0.24021
3166,3166,1
3166,3167,-0.4
3167,3167,1
3206,3167,-0.55
249,3168,-0.5
3168,3168,1
3169,3168,-0.5
249,3169,-0.26
251,3169,-0.6
3169,3169,1
249,3170,-0.08
3170,3170,1
250,3171,-0.5
3171,3171,1
250,3172,-0.2
3172,3172,1
3206,3172,-0.1
250,3173,-1
3173,3173,1
3174,3174,1
3175,3175,1
3175,3176,-0.9999
3176,3176,1
251,3177,-0.1
3169,3177,-0.9
3177,3177,1
251,3178,-0.48
3178,3178,1
251,3179,-0.2
3179,3179,1
3180,3179,-0.76
251,3180,-0.1
3180,3180,1
3995,3180,-0.49
3180,3181,-0.5
3181,3181,1
3959,3181,-0.5
251,3182,-0.1
3182,3182,1
251,3183,-0.99
3183,3183,1
3183,3184,-0.74
3184,3184,1
251,3185,-1
3185,3185,1
251,3186,-0.12
3186,3186,1
252,3187,-1
3187,3187,1
252,3188,-0.51
3188,3188,1
